job_title,company_name,work_place,work_year,education,recruit_number,release_time,company_nature,company_size,industry,salary
Android开发工程师,鲁德（上海）教育科技中心,上海-浦东新区,3-4年经验,本科,招若干人,1-27发布,民营公司,50-150人,"教育/培训/院校,互联网/电子商务",1.5-2万/月
RD2-Android开发工程师,深圳齐心好视通云计算有限公司,深圳-南山区,3-4年经验,本科,招1人,1-27发布,上市公司,500-1000人,"计算机软件,互联网/电子商务",1.5-2万/月
Android开发工程师,上海固买供应链管理有限公司,上海-青浦区,2年经验,大专,招2人,1-27发布,民营公司,50-150人,"批发/零售,互联网/电子商务",0.8-1.2万/月
高级Android开发工程师,博纳德集团,佛山-顺德区,5-7年经验,大专,招1人,1-27发布,民营公司,500-1000人,"计算机软件,互联网/电子商务",1.5-2.5万/月
Android开发工程师,广州木星网络科技有限公司,广州-番禺区,2年经验,本科,招1人,1-27发布,民营公司,少于50人,互联网/电子商务,1.5-2万/月
Android开发工程师,广州宏途教育网络科技有限公司,广州-黄埔区,3-4年经验,本科,招2人,1-27发布,创业公司,150-500人,"互联网/电子商务,教育/培训/院校",0.8-1.3万/月
android手机高级研发工程师,上海屹通信息科技发展有限公司,上海,2年经验,本科,招若干人,1-27发布,上市公司,1000-5000人,"计算机软件,互联网/电子商务",0.6-1万/月
高级Android开发工程师,广州脑机互联网络科技有限公司,广州-白云区,1年经验,大专,招若干人,1-27发布,民营公司,少于50人,互联网/电子商务,1.2-1.8万/月
Android开发工程师,中科美时美课科技（宁波）有限公司,宁波-鄞州区,2年经验,本科,招2人,1-27发布,民营公司,少于50人,"计算机硬件,互联网/电子商务",1-1.5万/月
资深Android开发,郑州珑凌科技有限公司,郑州-金水区,3-4年经验,本科,招1人,1-27发布,民营公司,50-150人,"互联网/电子商务,网络游戏",1.5-2万/月
Android开发工程师,河南杰文信息技术有限公司,郑州,3-4年经验,大专,招1人,1-27发布,民营公司,50-150人,"计算机软件,互联网/电子商务",0.8-1万/月
Android开发工程师,深圳市优仕拓科技有限公司,深圳-龙华区,3-4年经验,大专,招1人,1-27发布,民营公司,50-150人,互联网/电子商务,1-1.7万/月
Android开发工程师,本无网络科技有限公司,重庆-沙坪坝区,3-4年经验,本科,招1人,1-27发布,民营公司,少于50人,"互联网/电子商务,计算机软件",0.8-1.2万/月
Android开发工程师,无锡出类信息科技发展有限公司,无锡,3-4年经验,大专,招2人,1-27发布,民营公司,150-500人,"互联网/电子商务,建筑/建材/工程",0.8-1.5万/月
Android开发主管,上海擎朗智能科技有限公司,上海-浦东新区,5-7年经验,本科,招1人,1-27发布,民营公司,150-500人,"互联网/电子商务,计算机硬件",2.5-3.5万/月
Android开发工程师,江苏国光信息产业股份有限公司,常州,无需经验,本科,招3人,1-27发布,国企,1000-5000人,互联网/电子商务,8-10万/年
Android开发工程师（驻点）,广州市欢雀科技有限公司,广州-越秀区,2年经验,大专,招1人,1-27发布,民营公司,50-150人,互联网/电子商务,0.9-1.3万/月
Android开发工程师,广州易热捷信息技术有限公司,广州-天河区,2年经验,大专,招2人,1-27发布,民营公司,50-150人,"计算机软件,互联网/电子商务",0.8-1.2万/月
Android开发工程师,湖北益在信息网络科技有限公司深圳分公司,深圳-龙岗区,3-4年经验,大专,招1人,1-27发布,民营公司,50-150人,互联网/电子商务,1.2-1.5万/月
Android开发工程师,天下票仓（上海）网络科技有限公司,上海,2年经验,本科,招若干人,1-27发布,国企,50-150人,"计算机软件,互联网/电子商务",1-1.5万/月
Android高级开发工程师,宁波菊思网络科技有限公司,宁波,3-4年经验,本科,招若干人,1-27发布,民营公司,少于50人,"计算机软件,互联网/电子商务",1.1-2万/月
Android高级开发工程师,游族网络,上海-徐汇区,3-4年经验,本科,招3人,1-27发布,上市公司,1000-5000人,"网络游戏,互联网/电子商务",2-3万/月
android系统工程师,深圳市发掘科技有限公司,重庆-渝北区,2年经验,本科,招3人,1-27发布,民营公司,50-150人,"互联网/电子商务,电子技术/半导体/集成电路",0.8-1.5万/月
Android开发工程师,武汉泰乐奇信息科技有限公司,武汉-洪山区,3-4年经验,本科,招2人,1-27发布,民营公司,50-150人,"互联网/电子商务,计算机软件",1-1.5万/月
Android开发工程师,江苏铭时代网络科技有限公司,无锡-梁溪区,2年经验,本科,招1人,1-27发布,民营公司,50-150人,互联网/电子商务,1-1.5万/月
android开发工程师,江苏唯壹淘电子商务有限公司,苏州-吴江区,1年经验,本科,招1人,1-27发布,民营公司,少于50人,"计算机软件,互联网/电子商务",1-1.5万/月
Android开发工程师,广州星耀悦教育科技有限公司,广州-越秀区,3-4年经验,本科,招1人,1-27发布,民营公司,50-150人,"教育/培训/院校,互联网/电子商务",1-1.5万/月
Android开发工程师,成都网感科技有限公司,成都-郫都区,2年经验,本科,招2人,1-27发布,民营公司,少于50人,"仪器仪表/工业自动化,互联网/电子商务",6-8千/月
Android开发工程师,海云数据（广州）科技有限公司,东莞-南城区,2年经验,大专,招1人,1-27发布,民营公司,50-150人,"计算机软件,互联网/电子商务",0.8-2万/月
Android开发工程师,北京融易通信息技术有限公司,上海,3-4年经验,本科,招3人,1-27发布,民营公司,150-500人,"计算机软件,互联网/电子商务",0.8-1.5万/月
Android开发工程师（实习/应届）,广州市森锐科技股份有限公司,广州-黄埔区,在校生/应届生,大专,招1人,1-27发布,上市公司,150-500人,"多元化业务集团公司,互联网/电子商务",3-6千/月
高级Android逆向工程师,重庆爱奥尼科技有限公司,重庆-江北区,5-7年经验,本科,招1人,1-27发布,创业公司,少于50人,"计算机软件,互联网/电子商务",1.5-1.8万/月
Android开发工程师,深圳企大信息技术有限公司,东莞-南城区,2年经验,本科,招若干人,1-27发布,民营公司,50-150人,"教育/培训/院校,互联网/电子商务",0.8-1万/月
Android开发工程师,南京云起信息科技有限公司,南京,1年经验,大专,招2人,1-27发布,民营公司,150-500人,"互联网/电子商务,教育/培训/院校",1-1.5万/月
Android开发工程师/安卓软件开发工程师,上海慧银信息科技有限公司,上海-普陀区,无需经验,本科,招2人,1-27发布,民营公司,50-150人,"互联网/电子商务,计算机软件",0.8-1.5万/月
Android高级开发工程师,广州本盈计算机科技有限公司,广州-黄埔区,2年经验,大专,招6人,1-27发布,民营公司,50-150人,"互联网/电子商务,计算机软件",0.8-1.5万/月
Android开发工程师,深圳市致远创想科技有限公司,深圳-南山区,2年经验,大专,招2人,1-27发布,民营公司,1000-5000人,"生活服务,互联网/电子商务",1.3-1.8万/月
android 系统工程师,深圳腾千里科技有限公司,深圳-宝安区,5-7年经验,大专,招2人,1-27发布,民营公司,50-150人,"计算机硬件,互联网/电子商务",1.2-2万/月
Android开发工程师,上海东方怡动信息技术有限公司,上海-浦东新区,3-4年经验,本科,招3人,1-27发布,国企,50-150人,"计算机软件,互联网/电子商务",1.7-3万/月
Android开发工程师,南京软石信息科技有限公司,南京-雨花台区,1年经验,大专,招3人,1-27发布,民营公司,500-1000人,"互联网/电子商务,金融/投资/证券",1-1.5万/月
Android开发工程师,深圳市点购电子商务控股股份有限公司,广州-天河区,3-4年经验,大专,招1人,1-27发布,民营公司,1000-5000人,互联网/电子商务,1.2-1.5万/月
android系统开发工程师,苏州迈瑞微电子有限公司,深圳-南山区,3-4年经验,大专,招1人,1-27发布,民营公司,50-150人,"电子技术/半导体/集成电路,互联网/电子商务",1-1.8万/月
Android开发工程师,深圳市千岸科技有限公司,深圳-宝安区,3-4年经验,本科,招11人,1-27发布,民营公司,150-500人,"互联网/电子商务,贸易/进出口",1.5-2万/月
Android IOS APP开发工程师,北京亮城科技有限公司,青岛-崂山区,在校生/应届生,大专,招3人,1-27发布,民营公司,少于50人,互联网/电子商务,0.8-1万/月
Android开发工程师,ezbuy,上海-浦东新区,2年经验,本科,招若干人,1-27发布,外资（非欧美）,500-1000人,互联网/电子商务,1.5-2万/月
Android开发工程师,观脉科技（北京）有限公司,北京-朝阳区,2年经验,本科,招3人,1-27发布,外资（欧美）,50-150人,"互联网/电子商务,通信/电信运营、增值服务",1.5-2.5万/月
Android开发工程师,阅文集团,上海-浦东新区,3-4年经验,本科,招1人,1-27发布,上市公司,1000-5000人,互联网/电子商务,28-56万/年
中级、高级Android开发工程师,福州康为网络技术有限公司,福州-闽侯县,2年经验,大专,招2人,1-27发布,民营公司,50-150人,"计算机软件,互联网/电子商务",0.8-1.3万/月
Android开发工程师,武汉小诚付网络科技有限公司,武汉-江夏区,3-4年经验,大专,招2人,1-27发布,民营公司,50-150人,"互联网/电子商务,快速消费品(食品、饮料、化妆品)",0.6-1万/月
Android开发工程师,广州智算信息技术有限公司,广州-黄埔区,3-4年经验,本科,招1人,1-27发布,民营公司,150-500人,"计算机软件,互联网/电子商务",0.8-1.3万/月
Android开发工程师,深圳优美创新科技有限公司,深圳-南山区,2年经验,本科,招1人,1-27发布,民营公司,150-500人,"通信/电信/网络设备,互联网/电子商务",0.8-1.2万/月
Android开发工程师,陕西合友网络科技有限公司,西安-长安区,3-4年经验,本科,招若干人,1-27发布,民营公司,50-150人,"互联网/电子商务,计算机服务(系统、数据服务、维修)",6-8千/月
Android开发工程师,北京风月流连网络科技有限公司,北京-海淀区,3-4年经验,本科,招若干人,1-27发布,民营公司,500-1000人,"互联网/电子商务,影视/媒体/艺术/文化传播",2-2.8万/月
Android开发工程师,浙江东驰科技有限公司,杭州-西湖区,3-4年经验,本科,招5人,1-27发布,民营公司,50-150人,"计算机软件,互联网/电子商务",1-1.6万/月
Android开发工程师,浙江杰拉网络技术有限公司,杭州-江干区,3-4年经验,大专,招1人,1-27发布,民营公司,1000-5000人,互联网/电子商务,1.2-1.5万/月
嵌入式开发工程师(Android),深圳车涯互动科技有限公司,深圳-宝安区,3-4年经验,大专,招3人,1-27发布,合资,少于50人,"互联网/电子商务,电子技术/半导体/集成电路",1.2-1.5万/月
Android开发工程师,深圳市酷客智能科技有限公司,深圳-宝安区,3-4年经验,本科,招1人,1-27发布,民营公司,150-500人,互联网/电子商务,1-2万/月
android开发工程师,重庆爱车联信息技术有限公司,重庆,无需经验,大专,招若干人,1-27发布,合资,少于50人,"计算机软件,互联网/电子商务",0.7-1.1万/月
Android软件开发（系统,深圳市龙成伟业科技有限公司,深圳-龙岗区,2年经验,大专,招15人,1-27发布,民营公司,50-150人,"贸易/进出口,互联网/电子商务",1.3-2万/月
资深Android开发工程师（Android技术架构师）,途虎养车网,上海-闵行区,5-7年经验,本科,招1人,1-26发布,外资（非欧美）,5000-10000人,"互联网/电子商务,汽车",1.5-3万/月
Android开发工程师,上海迅傲信息科技股份有限公司,上海-徐汇区,3-4年经验,大专,招1人,1-26发布,民营公司,50-150人,互联网/电子商务,1.3-1.7万/月
Android开发工程师,金叶天成（北京）科技有限公司上海分公司,北京-朝阳区,2年经验,本科,招1人,1-26发布,外资（非欧美）,150-500人,"互联网/电子商务,计算机软件",1-1.5万/月
Android开发工程师,上海豆格信息科技有限公司,上海-闵行区,3-4年经验,本科,招1人,1-26发布,民营公司,50-150人,"计算机软件,互联网/电子商务",1.5-2万/月
Android工程师,上海詹鼎智能科技发展有限公司,上海-普陀区,3-4年经验,本科,招1人,1-26发布,民营公司,少于50人,互联网/电子商务,1-2万/月
Android开发工程师,浙江创意声光电科技有限公司,杭州-拱墅区,2年经验,本科,招2人,1-26发布,民营公司,50-150人,"计算机软件,互联网/电子商务",1-1.5万/月
Android开发工程师,携程集团,上海-长宁区,3-4年经验,本科,招若干人,1-26发布,民营公司,10000人以上,互联网/电子商务,1.8-2.5万/月
Android中级开发工程师（移动端）,深圳市财盈通科技有限公司,深圳-龙岗区,3-4年经验,大专,招3人,1-26发布,民营公司,150-500人,"互联网/电子商务,计算机软件",1.5-2万/月
Android工程师,锦江信息技术(广州)有限公司,广州-海珠区,3-4年经验,本科,招1人,1-26发布,民营公司,500-1000人,互联网/电子商务,1.3-1.5万/月
Android开发工程师,全球购骑士特权,广州-天河区,2年经验,本科,招1人,1-26发布,民营公司,500-1000人,"互联网/电子商务,计算机软件",1.1-1.8万/月
Android开发工程师,广州傲视物联网信息技术有限公司,广州-黄埔区,2年经验,大专,招2人,1-26发布,民营公司,50-150人,"通信/电信运营、增值服务,互联网/电子商务",1-1.5万/月
Android 开发工程师,杭州传信网络科技有限公司,深圳-南山区,2年经验,本科,招3人,1-26发布,民营公司,50-150人,"互联网/电子商务,计算机软件",1.1-1.6万/月
